time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.803745,0.2936,-0.0110,0.6242,0.690
0.810434,0.1952,0.1300,0.4474,0.505
0.822587,0.0128,0.2020,0.0075,0.203
0.831334,0.0215,0.2212,-0.1082,0.247
0.844079,0.1366,0.2088,-0.0069,0.250
0.852400,0.2079,0.2000,0.0626,0.295
0.863969,0.3964,0.0097,0.0243,0.397
0.870600,0.3609,-0.1498,-0.0472,0.394
0.882619,0.0000,-0.2970,0.0088,0.297
0.890577,0.0009,-0.1414,0.0294,0.144
0.904216,-0.1226,0.2315,0.0268,0.263
0.910100,-0.1944,0.3853,-0.0096,0.432
0.923431,-0.1742,0.3381,-0.0539,0.384
0.930770,-0.1444,0.1749,-0.1183,0.256
0.943041,-0.1407,-0.0502,-0.1646,0.222
0.950769,0.0781,-0.0430,-0.2066,0.225
0.964072,0.1437,0.0546,-0.2157,0.265
0.970568,0.1383,0.1684,-0.2489,0.331
0.982924,0.0041,0.2868,-0.2198,0.361
0.991432,0.0638,0.2914,-0.2673,0.401
1.004688,0.2247,0.2040,-0.2649,0.403
1.011620,0.3759,0.1207,-0.2151,0.450
1.023372,0.3742,0.0479,-0.0336,0.379
1.031550,0.3025,0.0295,0.0219,0.305
1.043365,0.0078,0.0983,-0.0410,0.107
1.053402,-0.1158,0.1808,-0.1937,0.289
1.063295,-0.1168,0.2979,-0.3079,0.444
1.069946,-0.1421,0.2662,-0.3251,0.444
1.082915,-0.0009,0.1401,-0.2673,0.302
1.090445,0.1264,0.1341,-0.1585,0.243
1.104237,0.6415,0.0197,0.1907,0.669
1.110339,0.7959,-0.0108,0.4669,0.923
1.123453,0.3663,0.0569,0.5562,0.668
1.130338,0.5249,0.3627,0.2857,0.699
1.144317,0.5418,0.3561,0.4774,0.805
1.150326,0.0521,0.1746,0.3239,0.372
1.163403,-0.0106,0.0592,0.1910,0.200
1.171667,-0.1289,-0.0382,0.3166,0.344
1.182809,-0.2117,0.0353,0.2618,0.338
1.190887,-0.0516,0.0323,0.3355,0.341
1.202804,0.1019,-0.0038,0.2931,0.310
1.212539,0.1928,0.0743,0.3605,0.416
1.223407,0.3634,0.2896,0.4184,0.625
1.231130,0.4580,0.3177,0.3237,0.645
1.242998,0.2820,0.1966,0.0674,0.350
1.250642,0.4661,0.1087,-0.0701,0.484
1.263420,0.5376,-0.0638,0.0634,0.545
1.270392,0.6130,-0.2593,0.1126,0.675
1.283008,0.4675,-0.5385,0.1665,0.732
1.290715,0.2252,-0.5170,0.2036,0.600
1.303563,0.0331,-0.0670,0.1493,0.167
1.310565,0.0676,0.2304,0.1481,0.282
1.324011,0.0704,0.4425,0.0822,0.456
1.330493,0.1889,0.3452,0.2368,0.459
1.343473,0.5253,0.0182,0.3841,0.651
1.350732,0.3809,-0.1475,0.2947,0.504
1.362956,0.1394,-0.0771,0.0244,0.161
1.372574,0.2495,0.1923,-0.1081,0.333
1.382501,0.2993,0.5189,-0.3431,0.690
1.391565,0.2307,0.5834,-0.2263,0.667
1.405120,0.3428,0.3782,-0.1007,0.520
1.411138,0.0274,0.2537,-0.1266,0.285
1.424590,-0.2321,0.2354,-0.1859,0.379
1.430045,-0.2689,0.3604,-0.3100,0.546
1.443401,-0.0784,0.4922,-0.4035,0.641
1.450005,-0.0438,0.3907,-0.3018,0.496
1.462653,-0.1385,-0.1528,-0.2400,0.316
1.471634,-0.4458,-0.2604,-0.3731,0.637
1.483611,-0.7807,-0.0542,-0.7151,1.060
1.491106,-0.6633,0.1421,-0.6157,0.916
1.504234,-0.1822,0.1478,-0.3683,0.437
1.510273,-0.2399,-0.0997,-0.1998,0.328
1.524712,-0.4947,-0.2847,-0.1406,0.588
1.530094,-0.5487,-0.1514,-0.1430,0.587
1.542858,-0.1728,0.3958,0.0612,0.436
1.550700,0.1134,0.5300,0.1132,0.554
1.563292,0.9537,0.2242,0.3858,1.053
1.572915,0.6540,-0.1473,0.3873,0.774
1.582793,0.5323,0.0539,0.1908,0.568
1.590490,-0.0542,0.1302,-0.2704,0.305
1.605625,-0.9966,-0.1509,-1.5342,1.836
1.610687,-0.7110,-0.0631,-1.5491,1.706
1.624058,0.8914,0.5025,-0.1715,1.038
1.630596,0.9974,0.4652,0.6450,1.276
1.644221,1.5691,0.3486,1.0030,1.895
1.650348,1.8151,0.2620,1.0942,2.136
1.662927,1.7956,0.2029,1.1983,2.168
1.672528,1.6700,0.2384,1.0633,1.994
1.682914,1.1750,0.4080,0.9402,1.559
1.690377,1.2531,0.5891,0.7474,1.573
1.703378,0.2557,0.5534,0.1422,0.626
1.710474,-0.6707,0.2003,-0.7225,1.006
1.726159,-1.5503,-0.2047,-1.5222,2.182
1.730076,-1.5225,-0.1545,-1.4483,2.107
1.742928,-0.3197,0.0327,0.5023,0.596
1.751566,-0.0615,0.0584,1.0838,1.087
1.763262,0.6367,0.2469,1.2698,1.442
1.773094,0.8869,0.2606,1.2567,1.560
1.783629,0.6914,0.0634,0.8726,1.115
1.790711,0.4612,0.0949,0.6156,0.775
1.803387,0.4296,0.2789,0.2460,0.568
1.810756,0.3547,0.2723,0.1344,0.467
1.826657,0.3609,0.3029,-0.1754,0.503
1.830861,0.1239,0.2046,-0.3435,0.419
1.842687,-0.3704,0.0583,-0.3607,0.520
1.850187,-0.1148,0.1116,-0.3282,0.365
1.863076,0.2523,0.0854,-0.3232,0.419
1.873594,0.7632,-0.1179,-0.1152,0.781
1.883105,1.0243,-0.4103,0.1194,1.110
1.891095,0.7128,-0.3044,0.4583,0.900
1.905185,0.7597,0.4684,0.3708,0.966
1.910061,0.6513,0.5253,0.2069,0.862
1.928243,0.0962,0.0606,0.0310,0.118
1.930479,0.0246,-0.0147,0.2159,0.218
1.943292,-0.2260,-0.0620,-0.0127,0.235
1.950263,-0.5593,0.2212,0.5543,0.818
1.963899,0.1617,-0.0994,0.0017,0.190
1.970566,-0.3232,-0.3797,-0.2734,0.569
1.983331,0.2342,-0.0145,-0.6810,0.720
1.991896,0.3727,0.1310,-0.5865,0.707
2.004333,-0.0064,-0.1449,-0.3078,0.340
2.010822,-0.4703,-0.3119,-0.3729,0.676
2.023323,-0.5187,-0.0879,-0.2644,0.589
2.030042,-0.4855,-0.0890,-0.2565,0.556
2.042686,0.0029,0.1382,0.2819,0.314
2.050129,0.2960,-0.1271,0.4817,0.580
2.063027,0.6953,-0.1165,0.0201,0.705
2.069977,0.5989,-0.0431,0.0571,0.603
2.082785,0.7362,0.4169,-0.3998,0.936
2.090619,0.4232,0.4923,-0.4765,0.805
2.103670,0.0675,0.5057,-0.5793,0.772
2.110768,0.0688,0.5511,-0.4714,0.728
2.123782,0.0186,0.4707,0.0086,0.471
2.130401,-0.0152,0.3891,0.1152,0.406
2.142785,-0.0277,0.3974,0.0378,0.400
2.150581,-0.1667,0.4085,-0.0419,0.443
2.162550,-0.3685,0.3922,-0.4325,0.690
2.170432,-0.5209,0.3086,-0.6358,0.878
2.183256,-0.5178,0.2982,-0.7777,0.981
2.191514,-0.3258,0.4326,-0.8377,0.998
2.203896,-0.0819,0.3990,-0.8360,0.930
2.210058,-0.2242,0.1757,-0.9006,0.945
2.229644,0.2484,-0.1503,-0.0482,0.294
2.230728,-0.2410,-0.4993,0.5693,0.795
2.242926,-0.2629,-0.5704,1.2746,1.421
2.250095,-0.3949,-0.3975,1.0810,1.218
2.263009,-0.1385,0.0469,0.2584,0.297
2.270267,0.3411,0.3561,0.2801,0.567
2.282699,1.9144,0.5438,0.6931,2.107
2.291432,2.1922,0.1500,0.9482,2.393
2.302926,2.0173,-0.6867,0.8276,2.286
2.309936,1.6598,-1.1046,0.7037,2.114
2.323347,-0.4441,-1.5044,0.2850,1.594
2.330267,-1.8858,-1.4566,0.0599,2.384
2.348208,-0.5839,0.2887,-0.9438,1.147
2.352710,-0.0778,1.0975,-0.7615,1.338
2.363296,-0.6481,0.7578,-0.2139,1.020
2.370322,-0.0628,0.3125,-0.2173,0.386
2.382815,0.3388,-0.1240,0.1767,0.402
2.395380,0.1406,-0.1073,0.1262,0.217
2.403019,0.1621,-0.0188,0.2014,0.259
2.412631,-0.4605,-0.0461,0.2177,0.511
2.422917,-0.4945,0.3902,-0.0794,0.635
2.430090,-0.1451,0.4997,-0.0174,0.521
2.447290,0.3397,0.3574,0.1572,0.518
2.449982,0.0811,-0.0947,0.2982,0.323
2.462680,0.4733,-0.2153,-0.0511,0.522
2.470537,0.7229,0.0137,0.0443,0.724
2.482975,0.2829,0.1680,0.2282,0.400
2.490003,0.7191,0.2161,-0.3289,0.820
2.502723,0.6932,0.7146,0.3272,1.048
2.511432,0.8944,0.8246,0.4937,1.313
2.523415,-0.0260,0.5360,-0.0184,0.537
2.530285,0.3405,0.4663,-0.6691,0.884
2.543670,-0.1532,0.2211,-0.9796,1.016
2.550420,0.2366,0.2357,-0.9407,0.998
2.562850,0.5872,0.2931,-0.3066,0.724
2.570160,0.7260,0.3382,0.0855,0.805
2.583386,0.7131,0.2195,0.4283,0.860
2.589728,0.5788,0.1892,0.4009,0.729
2.603049,0.5349,0.2354,0.4567,0.742
2.610441,0.4196,0.1219,0.5232,0.682
2.623545,0.0066,-0.0766,0.3108,0.320
2.630927,-0.0844,-0.0819,0.0261,0.120
2.646935,-0.0541,0.1116,-0.1938,0.230
2.652257,-0.0559,0.3214,-0.1735,0.369
2.662534,-0.0046,0.3193,-0.0028,0.319
2.670353,0.1425,0.2991,0.0150,0.332
2.682672,0.2836,0.2250,-0.3438,0.499
2.691013,0.2199,0.2253,-0.4488,0.548
2.703343,0.1873,0.1841,-0.5873,0.643
2.711459,0.2831,0.1417,-0.6632,0.735
2.722773,0.1640,-0.1517,-0.8438,0.873
2.730299,0.0869,-0.3934,-0.7648,0.864
2.747463,-0.6426,-0.7682,-0.4295,1.090
2.750244,-0.9044,-0.7114,0.4552,1.237
2.762630,-0.7485,-0.1438,1.0314,1.282
2.770493,-0.6504,0.3866,0.6332,0.987
2.782745,1.4368,0.7741,1.1471,1.995
2.790153,1.3358,0.2033,1.4671,1.994
2.802837,1.1758,-0.7589,0.9588,1.696
2.811147,0.8740,-0.8984,0.8760,1.529
2.822852,0.1186,-0.1828,0.0550,0.225
2.830572,0.4907,0.5657,-0.5102,0.906
2.847042,0.6607,0.7728,-0.3371,1.071
2.850535,0.6356,0.2845,-0.0478,0.698
2.862542,0.6811,0.2368,-0.2032,0.749
2.870420,-0.0086,0.3073,-0.7374,0.799
2.882594,1.6471,0.0947,0.3960,1.697
2.890104,-0.5119,-0.3716,0.5445,0.835
2.902961,-0.4381,0.0664,-0.5033,0.671
2.911800,-1.1465,0.1728,-0.2219,1.181
2.922618,-0.6141,0.3506,-0.3370,0.783
2.930028,-0.4393,0.2394,-0.0126,0.500
2.947655,-1.3342,0.0698,0.3168,1.373
2.950214,-0.9729,0.3307,-0.4733,1.131
2.962873,-0.4673,0.2848,-0.2863,0.618
2.970298,-0.4061,0.1953,-0.4713,0.652
2.982730,-0.1495,0.2093,-0.2008,0.326
2.990110,0.5438,0.4350,-0.4118,0.809
3.002755,1.3375,0.3585,0.1475,1.393
3.011245,0.9829,-0.0818,0.4084,1.068
3.022900,1.6294,-0.0599,0.1551,1.638
3.030011,1.7361,0.2853,0.4459,1.815
3.047921,1.5070,0.4488,0.7169,1.728
3.050637,2.1472,0.3798,0.7583,2.309
3.064492,1.3630,0.0331,1.3187,1.897
3.072092,0.7485,-0.2095,1.1144,1.359
3.082854,-0.0215,0.0279,0.4267,0.428
3.089997,-0.4053,0.1427,0.1510,0.455
3.102431,-0.6053,-0.1208,-0.8000,1.010
3.112672,-1.4227,-0.3835,-0.7504,1.654
3.122955,-1.2666,-0.1021,-1.0227,1.631
3.131499,-0.8632,0.1336,-0.9862,1.317
3.142727,-0.8351,0.0766,-0.6905,1.086
3.150028,-0.8511,-0.0639,-0.7764,1.154
3.164225,-0.6717,-0.1813,-0.4387,0.822
3.170022,-0.2058,-0.0734,-0.4616,0.511
3.182724,-0.0598,-0.1448,0.1509,0.218
3.190718,0.0895,-0.0139,0.8602,0.865
3.203240,0.2388,0.2133,1.4137,1.449
3.212264,0.3264,0.2502,1.2908,1.355
3.224115,0.8154,0.0197,0.5184,0.966
3.230163,0.7480,-0.2019,0.2693,0.820
3.242906,1.1215,-0.4960,0.4287,1.299
3.250253,0.7858,-0.4137,0.4008,0.974
3.266408,0.8282,0.2413,-0.4421,0.969
3.270357,0.8431,0.3662,-0.5154,1.054
3.284304,1.0933,0.3455,-0.4451,1.230
3.289962,0.7259,0.3126,-0.0905,0.796
3.302984,-0.3829,0.2584,-0.4984,0.680
3.312319,0.1724,0.2210,-1.0815,1.117
3.322818,-0.3564,-0.1516,0.2853,0.481
3.333640,-0.6169,-0.2602,-0.1853,0.695
3.342793,-0.4604,-0.2477,-0.3574,0.633
3.350100,-0.4596,-0.1984,-0.2465,0.558
3.363885,-0.0528,0.0451,0.4433,0.449
3.370529,-0.3139,0.0469,0.9210,0.974
3.382557,-0.5773,0.1387,0.7145,0.929
3.390114,-0.5991,0.1914,0.5696,0.849
3.404051,-0.7168,0.5300,0.3419,0.955
3.410004,-0.6964,0.6086,0.3779,0.999
3.422775,0.1047,0.6153,0.2365,0.667
3.431987,0.0167,0.5914,0.1788,0.618
3.442982,0.3633,0.4327,0.1064,0.575
3.450168,0.4789,0.5977,-0.0705,0.769
3.464560,1.5913,0.8890,0.0281,1.823
3.470125,1.9083,0.7606,0.3790,2.089
3.482610,1.8121,0.3757,1.1307,2.169
3.490481,1.6716,0.1941,1.1466,2.036
3.502700,1.4114,0.2275,0.7072,1.595
3.510046,1.1985,0.2759,0.5934,1.366
3.522989,0.7687,0.2649,0.1510,0.827
3.534660,0.5385,0.1770,-0.1770,0.594
3.543386,-0.0335,-0.0381,-0.4414,0.444
3.551914,-0.1091,-0.0505,-0.6627,0.673
3.563926,0.0062,0.1349,-0.9158,0.926
3.570360,0.2712,0.1817,-1.0197,1.071
3.583929,0.4224,-0.0539,-1.0681,1.150
3.590218,0.4288,-0.2257,-0.8402,0.970
3.602691,-0.1566,-0.5445,-0.7041,0.904
3.612254,-0.4194,-0.7364,-0.2522,0.884
3.622908,-1.3232,-1.0711,0.0329,1.703
3.633923,-1.5205,-0.7228,-0.3131,1.712
3.644606,-0.2570,-0.1283,-0.6342,0.696
3.650280,-0.0192,-0.2130,-0.4099,0.462
3.664920,-0.1681,-0.7180,-0.0918,0.743
3.670632,0.0074,-0.7266,-0.2145,0.758
3.682546,0.3489,-0.5167,-0.3845,0.733
3.690290,-0.3131,-0.4834,-0.0293,0.577
3.704195,0.3091,0.0622,-0.1622,0.355
3.709831,0.4825,0.4247,-0.3368,0.726
3.723078,0.1600,0.3688,-0.1667,0.435
3.733858,0.5069,0.2658,-0.0637,0.576
3.743107,-0.2773,0.2504,0.0970,0.386
3.750558,0.2677,0.3058,-0.2143,0.460
3.765059,0.5712,0.1313,0.6249,0.857
3.770083,0.1455,-0.1501,0.4711,0.515
3.782972,-0.4139,-0.4256,0.5060,0.780
3.790311,-0.7583,-0.2739,0.6337,1.026
3.802737,-0.4450,0.0858,0.9119,1.018
3.810305,-0.9338,0.2635,0.9017,1.325
3.823426,-0.6092,0.7410,0.5147,1.089
3.837375,-0.3251,0.8087,0.2397,0.904
3.843067,0.0486,1.0024,0.2039,1.024
3.851842,0.5354,1.1759,0.0694,1.294
3.864514,1.4527,0.7422,0.3109,1.661
3.870403,0.9349,0.4308,0.4086,1.108
3.883712,1.3785,0.5280,0.3346,1.514
3.890209,1.3523,0.6473,0.4047,1.553
3.902932,1.3824,0.6417,0.3667,1.568
3.910662,1.3128,0.5770,0.3456,1.475
3.922719,1.1904,0.3834,0.4517,1.330
3.936309,1.1605,0.2446,0.1589,1.197
3.944738,0.7634,-0.1467,-0.3020,0.834
3.953757,0.4550,-0.3253,-0.5914,0.814
3.962561,0.5015,-0.3209,-0.5855,0.835
3.971475,-0.1736,-0.6365,-1.0426,1.234
3.983382,-0.6062,-0.5869,-0.7639,1.138
3.990922,-0.4828,-0.4497,-0.7622,1.008
4.002604,-0.4163,-0.2763,-0.4456,0.670
4.010489,-0.6257,-0.3410,-0.1780,0.735
4.023096,-0.4467,-0.4139,-0.1854,0.637
4.036594,-0.2472,-0.4337,-0.3901,0.634
4.042709,-0.2363,-0.7778,-0.6272,1.027
4.054421,-0.5555,-1.0182,-0.3583,1.214
4.065218,-0.7338,-1.0561,-0.6203,1.428
4.070017,-0.7008,-0.7821,-0.6093,1.214
4.083540,-0.3236,-0.2197,-0.0113,0.391
4.090280,0.0635,0.0207,-0.0438,0.080
4.102803,0.4224,0.2535,0.4054,0.638
4.110860,0.8113,0.4449,0.6351,1.122
4.122709,-0.2509,0.3171,0.1828,0.444
4.131368,-0.1257,0.4324,-0.3210,0.553
4.143360,0.3676,0.7194,-0.3577,0.884
4.154657,-0.1567,0.5066,-0.6335,0.826
4.162818,0.2299,0.1301,-0.6676,0.718
4.170084,0.8352,0.1604,0.2829,0.896
4.185159,-0.4020,-0.3200,0.3107,0.600
4.190164,0.0314,0.0617,0.4329,0.438
4.202885,0.8339,0.4776,1.1857,1.526
4.210483,0.9214,0.5285,1.3453,1.714
4.222476,0.7776,0.6743,1.4706,1.795
4.229928,0.7033,0.5719,1.2224,1.522
4.244252,0.8432,0.6732,-0.0693,1.081
4.250650,1.1301,0.7052,0.2912,1.364
4.262538,0.0212,0.1020,0.1836,0.211
4.273449,0.2828,0.1706,-0.2022,0.387
4.284167,0.1388,0.6991,0.2513,0.756
4.290113,0.3210,0.5793,0.0551,0.665
4.302881,0.2270,0.2383,-0.0714,0.337
4.309944,0.2377,0.2930,0.0080,0.377
4.322610,0.1427,0.2533,0.0489,0.295
4.330485,-0.0366,0.1488,-0.0770,0.172
4.342962,0.3868,0.2935,-0.3884,0.622
4.353597,0.3743,0.3000,-0.3762,0.610
4.368334,0.4235,0.0792,-0.6712,0.798
4.370053,0.2598,-0.1917,-0.6724,0.746
4.382720,-0.2569,-0.7526,-0.2121,0.823
4.390115,-0.5150,-0.8304,-0.3244,1.030
4.402754,-1.3701,-0.4058,-0.3366,1.468
4.410714,-0.7047,-0.1314,0.1184,0.727
4.424438,0.1375,-0.2621,0.5860,0.656
4.429877,-0.3347,-0.6600,0.4837,0.884
4.442994,-0.1541,-0.8875,0.2246,0.928
4.450661,0.5081,-0.6221,0.1555,0.818
4.463135,1.2513,-0.0179,0.2900,1.285
4.470041,1.1124,0.1060,0.3723,1.178
4.484661,0.3877,-0.3006,-0.0492,0.493
4.490341,0.1212,-0.4383,-0.2131,0.502
4.503666,-0.4180,-0.2372,-0.4481,0.657
4.511215,0.0728,0.1727,-0.3634,0.409
4.522903,0.3937,0.9239,1.2554,1.608
4.529996,0.3877,0.9894,0.5724,1.207
4.544388,0.3920,0.5521,0.4998,0.842
4.552489,0.6354,-0.0627,0.5900,0.869
4.563435,-0.6407,-0.4533,0.4953,0.928
4.570020,-0.9979,-0.1233,0.1542,1.017
4.583688,-1.1733,0.7083,-0.0758,1.373
4.590457,-1.1502,1.0187,-0.2799,1.562
4.602823,-0.5706,0.7611,-0.1646,0.965
4.610528,-0.6373,0.3885,0.0580,0.749
4.622600,-0.2062,0.2032,0.1556,0.329
4.630472,-0.0442,0.3898,-0.0170,0.393
4.643097,0.3672,0.6714,-0.2129,0.794
4.651833,0.4740,0.5047,-0.1267,0.704
4.663793,0.5034,0.3106,0.3919,0.710
4.670086,0.6149,0.2342,0.6224,0.906
4.685755,1.0661,0.3019,0.8599,1.403
4.690968,1.1127,0.2972,0.9495,1.493
4.703205,1.1640,0.3707,0.8347,1.480
4.711340,1.0964,0.3734,0.7053,1.356
4.723260,1.2698,0.3185,0.1854,1.322
4.730242,1.3011,0.2716,-0.1118,1.334
4.747486,1.1347,0.0181,-0.7359,1.353
4.755129,0.6046,-0.2556,-1.0605,1.247
4.762533,-0.4885,-0.5737,-0.7673,1.075
4.770528,-0.7700,-0.4238,-0.8608,1.230
4.785765,-0.1429,-0.1610,-1.2246,1.243
4.790592,-0.1475,-0.1122,-0.8999,0.919
4.803494,-0.7463,-0.3683,0.1002,0.838
4.810742,-0.3064,-0.4814,0.3841,0.688
4.823516,0.2979,-0.8820,0.2577,0.966
4.830638,0.1037,-0.9986,-0.0427,1.005
4.842942,-0.6653,-1.0891,0.2902,1.309
4.851563,0.0846,-0.7661,-0.1446,0.784
4.862860,0.4145,-0.2216,-0.3420,0.581
4.870141,0.2298,-0.1909,-0.4893,0.573
4.883072,0.3524,0.0262,-0.1097,0.370
4.891377,-1.2886,0.2032,-0.1001,1.308
4.904161,1.3583,0.8352,0.3758,1.638
4.910038,0.3323,0.5355,0.7204,0.957
4.923153,0.4193,0.0233,0.0577,0.424
4.930774,0.4311,-0.0290,-0.0195,0.433
4.947551,-0.2531,0.0880,0.4287,0.506
4.954688,-0.3885,0.3196,-0.0862,0.510
4.963921,-0.3876,0.7841,-0.1595,0.889
4.971263,-0.7486,0.5179,-0.3436,0.973
4.984042,0.5355,0.5324,-0.5758,0.950
4.990792,0.5258,0.6155,0.1147,0.818
5.004594,0.9525,0.4500,0.0177,1.054
5.010271,1.1813,0.2118,0.1008,1.204
5.023272,0.8764,-0.1615,0.3977,0.976
5.030224,0.8676,-0.0943,0.3814,0.952
5.043686,0.3525,0.0279,0.3855,0.523
5.057239,0.2639,0.0800,0.3185,0.421
5.063379,0.3662,0.2319,0.3957,0.587
5.070844,0.4242,0.2834,0.2621,0.574
5.083503,0.2718,0.0918,-0.0320,0.289
5.090000,0.3343,0.0105,-0.3093,0.456
5.105226,0.3778,-0.2078,-0.7970,0.906
5.110237,0.4595,-0.2941,-0.8113,0.978
5.122558,-0.2984,-0.5588,-0.3746,0.736
5.130094,-0.5882,-0.5700,-0.1468,0.832
5.144793,-0.9973,-0.2980,-0.2983,1.083
5.150623,-1.3677,-0.2738,0.0827,1.397
5.162650,-0.5395,-0.0063,0.3676,0.653
5.171122,-0.2815,0.0503,0.3489,0.451
5.183418,-0.1989,0.0201,-0.0528,0.207
5.190389,0.6809,0.0579,-0.3524,0.769
5.204220,0.7021,-0.4380,0.2002,0.851
5.210437,0.8833,-0.5276,0.0946,1.033
5.222981,0.1296,-0.7319,-0.3977,0.843
5.230584,-0.4545,-0.7411,-0.5440,1.025
5.243643,0.2456,0.0270,-0.5095,0.566
5.250789,-0.1520,0.3169,0.1493,0.382
5.262912,0.3761,1.2037,0.4908,1.353
5.271487,0.4047,1.3073,0.6116,1.499
5.283483,0.4705,0.6714,0.2464,0.856
5.290043,0.5034,0.1458,0.2592,0.585
5.305602,-0.3662,-0.4373,0.3095,0.649
5.311438,-1.0177,-0.4732,0.2702,1.154
5.323811,-1.5746,-0.0041,-0.0813,1.577
5.330444,-1.0861,0.3821,-0.2580,1.180
5.342590,-1.7307,0.5185,-0.0560,1.808
5.351442,-1.0429,0.7990,-0.2085,1.330
5.367559,0.0932,1.3628,-0.1448,1.374
5.371481,1.5185,1.1312,-0.2056,1.905
5.382870,1.7295,0.3426,0.7193,1.904
5.390007,1.9208,0.2777,0.9949,2.181
5.406045,2.3010,0.4026,1.2664,2.657
5.410187,2.3513,0.3300,1.2090,2.664
5.423339,2.0116,0.1740,0.7518,2.155
5.430227,1.6140,0.0119,0.8237,1.812
5.445128,0.9385,-0.0517,0.3776,1.013
5.450522,0.5803,-0.0714,0.1862,0.614
5.462636,0.0613,-0.2116,-0.5384,0.582
5.470965,-0.2408,-0.3106,-0.9178,0.998
5.483973,-0.7597,-0.3916,-0.9196,1.255
5.491126,-1.0884,-0.4234,-0.8710,1.457
5.505826,-1.5172,-0.5398,0.1591,1.618
