time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.521898,0.0390,0.1663,-0.0813,0.189
0.529854,0.0278,0.1306,-0.0952,0.164
0.542251,-0.2743,0.0911,-0.1466,0.324
0.550341,-0.2677,0.0979,-0.2107,0.354
0.562562,-0.2242,0.1454,-0.1684,0.316
0.570541,-0.1982,0.0704,0.0672,0.221
0.582133,-0.0978,-0.1393,-0.1707,0.241
0.589034,0.1877,-0.2309,-0.1961,0.356
0.602040,0.4406,-0.2609,0.0901,0.520
0.608699,0.5014,-0.2038,0.2147,0.582
0.621953,0.4030,-0.1251,0.3209,0.530
0.628998,0.4063,-0.2011,0.2388,0.512
0.641688,0.3064,-0.1883,-0.0211,0.360
0.648980,0.2546,0.1021,-0.1691,0.322
0.662100,-0.0011,0.4909,-0.0261,0.492
0.669286,-0.2980,0.5890,-0.1974,0.689
0.682316,-0.3595,0.4070,-0.1016,0.552
0.691633,-0.4520,0.1518,-0.0006,0.477
0.703943,-1.0251,-0.1375,0.0299,1.035
0.709554,-0.9695,-0.1079,-0.0910,0.980
0.722214,-1.3407,0.0840,0.3321,1.384
0.729668,-1.4026,0.2181,0.3221,1.456
0.741866,-1.0484,0.3566,0.0047,1.107
0.751652,-1.0716,0.2435,0.0082,1.099
0.761890,-1.2918,-0.0705,-0.1295,1.300
0.772294,-1.5013,-0.3129,-0.0062,1.534
0.787214,-2.0439,-0.4003,-0.9947,2.308
0.789310,-2.1312,-0.2683,-1.2154,2.468
0.803355,-3.1115,-0.0022,-1.1684,3.324
0.809510,-1.0354,0.3521,-0.3244,1.141
0.822233,-1.4299,0.6329,-1.2212,1.984
0.830297,-1.1268,0.2682,-1.0033,1.532
0.841747,-1.0748,-0.5534,-0.7396,1.417
0.849084,-0.5882,-0.6925,-0.4422,1.011
0.862162,0.0302,-0.1689,-0.5494,0.576
0.870774,-0.0675,-0.0387,-1.3181,1.320
0.883214,-3.7775,-1.1242,-3.7130,5.415
0.889847,-0.8539,-1.2336,-2.5512,2.960
0.903911,4.0806,0.7744,0.6689,4.207
0.909139,3.8165,1.8107,2.9765,5.168
0.922665,3.3132,0.9927,0.3334,3.475
0.930199,3.0038,-0.1528,0.2342,3.017
0.941620,1.1487,-1.6558,-0.1530,2.021
0.949377,0.8201,-1.4901,-0.1305,1.706
0.962489,0.3190,-0.1922,-0.6070,0.712
0.970335,0.1066,0.2399,-1.1552,1.185
0.981510,1.2191,0.2031,-0.3879,1.295
0.989827,2.0009,0.0005,0.5192,2.067
1.003666,3.5134,0.0521,1.5493,3.840
1.010261,3.7922,0.0608,1.4927,4.076
1.022393,4.1157,0.1117,1.4073,4.351
1.029452,3.7267,0.2456,1.3867,3.984
1.042086,2.7010,0.3731,0.7267,2.822
1.050398,2.3714,0.1957,0.3195,2.401
1.062396,1.9745,-0.1503,0.6254,2.077
1.071293,2.0651,-0.1258,0.6444,2.167
1.083205,-0.5482,-0.9654,1.0664,1.539
1.090024,-1.2245,-0.7930,1.1053,1.830
1.104732,-1.5954,-0.1590,-0.0173,1.603
1.110288,-1.2533,0.2859,-0.2824,1.316
1.121977,-0.2865,0.4732,-0.2570,0.610
1.131121,0.0153,0.3547,-0.1272,0.377
1.141981,1.0754,0.2372,0.5412,1.227
1.149677,1.7804,0.2698,0.9757,2.048
1.161494,1.6674,0.0675,0.9848,1.938
1.171934,0.7375,-0.2465,0.4692,0.908
1.182353,0.9580,-0.1982,0.5544,1.124
1.190101,-0.8116,-0.8293,-0.1327,1.168
1.202661,-0.8228,-0.3873,0.4558,1.017
1.209492,-0.1533,0.1445,0.8953,0.920
1.222719,0.9931,0.6098,1.6377,2.010
1.230534,1.2668,0.7051,1.7025,2.236
1.242142,0.6134,0.3809,1.1407,1.350
1.249482,0.0275,0.2450,0.8700,0.904
1.261744,-0.5856,-0.1101,-0.1395,0.612
1.271512,-0.6725,-0.3045,-0.3829,0.832
1.282016,-1.1386,-0.4960,-0.7902,1.472
1.290940,-1.3534,-0.4952,-0.5032,1.526
1.303528,-4.2361,-0.6867,-0.4760,4.318
1.309673,-2.9073,-0.5367,0.2590,2.968
1.324834,-0.5984,0.0670,0.7297,0.946
1.329698,0.4369,0.4976,0.9027,1.120
1.342007,2.3845,1.1768,-0.3455,2.681
1.350177,3.2068,1.3462,-1.1540,3.664
1.361639,3.3909,1.4279,-1.7106,4.057
1.373416,3.0519,1.0749,-2.3375,3.992
1.382099,1.7240,0.6501,-3.7918,4.216
1.390690,0.8947,0.4631,-4.1487,4.269
1.405233,-0.6659,-0.3225,-4.1962,4.261
1.411046,-1.8640,-0.8481,-3.1033,3.718
1.422024,-2.8435,-1.5476,-2.7004,4.216
1.429214,-3.1957,-1.7516,-1.6804,4.013
1.443464,-3.3222,-1.7232,-0.7899,3.825
1.448941,-2.6338,-1.3961,-0.7739,3.080
1.461999,-1.1991,-0.4726,-0.7622,1.497
1.470644,-0.5299,-0.1228,-1.5246,1.619
1.482388,-0.6048,-0.0347,-1.7909,1.891
1.489110,-0.8752,-0.1916,-2.3317,2.498
1.505950,-1.9939,-0.1942,-3.1451,3.729
1.509126,-3.3859,0.0687,-3.8264,5.110
1.522774,-5.8650,0.5928,-4.0998,7.180
1.529208,-6.2985,0.7764,-3.3482,7.175
1.542158,-2.6745,0.4731,-2.2059,3.499
1.549233,-0.1806,0.3405,-1.4908,1.540
1.562160,1.8740,0.2066,-0.6867,2.007
1.568796,1.2031,-0.0773,-1.2843,1.761
1.583162,-1.6592,-0.7931,-0.3776,1.877
1.589940,-2.4269,-1.0336,-0.3260,2.658
1.602983,-0.2970,-0.9986,-1.1426,1.546
1.609579,2.2591,-0.5967,-0.5024,2.390
1.623180,3.9743,0.1072,1.8760,4.396
1.629229,2.8838,0.2306,1.9689,3.499
1.641803,1.6464,-0.3290,1.2082,2.068
1.649316,-0.2168,-0.7558,-1.1815,1.419
1.662462,-0.0984,-0.4154,-1.3658,1.431
1.670281,0.9952,0.2996,-0.4231,1.122
1.682905,2.3750,1.8509,-0.0906,3.012
1.689669,3.8596,2.7082,0.6016,4.753
1.702403,6.0846,2.5122,1.4021,6.730
1.709643,6.5445,1.4244,1.4977,6.863
1.723779,7.1783,-0.0649,1.3274,7.300
1.729293,6.8066,-0.6231,1.7698,7.060
1.741685,4.6877,-1.9418,2.1428,5.508
1.749296,4.0878,-2.1141,2.9154,5.448
1.762000,0.8732,-1.7700,2.4228,3.125
1.769074,-0.1026,-1.1573,2.4694,2.729
1.782204,-3.2903,-0.4086,1.9113,3.827
1.791364,-3.8062,-0.2675,0.6893,3.877
1.801925,-2.9060,0.1450,0.3663,2.933
1.809115,-2.2763,0.4533,1.0123,2.532
1.822805,-0.2208,0.6247,1.1399,1.318
1.829326,0.5793,0.4644,1.1475,1.367
1.841589,0.6305,0.1134,1.4796,1.612
1.849231,1.9432,-0.1707,1.8066,2.659
1.862248,2.4214,-0.2572,2.5539,3.529
1.870026,1.7063,-0.2776,2.3191,2.893
1.882933,-0.7491,-0.5431,0.6528,1.132
1.890960,-0.9881,-0.6540,-0.2640,1.214
1.902198,-1.0682,-0.4172,0.8408,1.422
1.909100,-1.5408,-0.1731,0.4799,1.623
1.925148,-1.3635,-0.0297,0.0092,1.364
1.929178,-0.5929,-0.1871,0.4524,0.769
1.941637,-0.0799,-0.5165,-0.6098,0.803
1.950738,0.4906,-0.5840,-0.3267,0.830
1.961993,1.1202,-0.4297,-0.6353,1.358
1.969232,1.0443,-0.2974,-0.7747,1.334
1.982507,0.3213,-0.2086,-0.2975,0.485
1.990463,0.6683,-0.1627,-0.3545,0.774
2.002543,1.0149,-0.1007,0.3963,1.094
2.009670,1.1835,-0.0017,0.0524,1.185
2.024544,1.1820,0.2613,-0.6604,1.379
2.029345,1.1852,0.4364,-1.0543,1.645
2.043448,0.5624,0.6245,-2.5013,2.639
2.049693,-0.0499,0.6829,-2.7693,2.853
2.061594,-0.9671,0.5997,-3.8986,4.061
2.070905,-1.8691,0.4254,-2.0047,2.774
2.082295,-2.6164,0.1063,-2.3281,3.504
2.090228,-2.6612,-0.1392,-2.2552,3.491
2.101717,-2.3777,-0.6565,-2.0450,3.204
2.109050,-2.4291,-0.9108,-2.0268,3.292
2.122231,-2.3183,-1.0056,-2.0315,3.242
2.129546,-2.5194,-0.7625,-2.0577,3.341
2.142425,-2.9413,-0.2553,-2.0806,3.612
2.149416,-3.1826,-0.0946,-2.1401,3.836
2.162414,-3.0669,-0.0220,-2.3493,3.863
2.169620,-3.0378,-0.0059,-2.5522,3.968
2.183415,-3.3672,0.3253,-3.5889,4.932
2.189413,-2.7888,0.2230,-2.1829,3.549
2.201718,0.6141,0.0773,-1.1856,1.337
2.209428,1.2156,0.2284,-0.2259,1.257
2.224235,0.5811,-0.2645,1.3027,1.451
2.229131,0.5743,-0.5852,1.0216,1.310
2.242318,1.4602,-0.4080,0.1007,1.519
2.248979,1.3944,-0.0394,-0.0511,1.396
2.261542,1.8289,0.5447,-0.4944,1.971
2.269574,2.4109,1.0527,-1.7072,3.136
2.282370,3.8443,2.0416,-2.1477,4.854
2.291386,3.4039,1.8285,-1.1490,4.031
2.301605,2.6727,0.6935,-0.7444,2.860
2.311591,2.7117,-0.0620,0.1896,2.719
2.322007,2.8964,-0.9075,2.4305,3.888
2.329216,3.2869,-0.9046,2.5066,4.231
2.343708,4.9575,-0.6316,3.5777,6.146
2.349256,5.5598,-0.6379,4.4544,7.153
2.362004,4.8901,-1.4175,3.6221,6.248
2.368989,2.7249,-1.9184,3.4284,4.781
2.381670,-0.0642,-1.7670,2.5922,3.138
2.395108,-1.2047,-1.4241,1.1084,2.170
2.402169,-2.1528,-0.0887,-0.1354,2.159
2.410137,-1.7127,0.5436,0.2362,1.812
2.421913,-1.0077,0.8476,0.9710,1.636
2.430570,-0.1202,0.7228,2.0468,2.174
2.443986,1.7247,0.6621,2.8270,3.377
2.449369,2.0827,0.4394,2.9284,3.620
2.462849,1.7840,0.1248,2.3564,2.958
2.468992,1.2704,0.0503,1.0268,1.634
2.481615,0.1944,0.1009,0.6470,0.683
2.495043,-0.1660,0.1577,0.3748,0.439
2.501882,0.0169,0.2524,-0.9843,1.016
2.510116,0.2082,0.2937,-1.4632,1.507
2.521762,0.0853,0.3106,-1.1783,1.222
2.529519,0.3941,0.1265,1.3005,1.365
2.545424,0.2673,-0.3477,1.6976,1.753
2.549464,-0.4525,-0.7186,0.4789,0.975
2.562535,-1.2835,-1.0937,-0.9206,1.921
2.569511,-0.3468,-0.9022,-0.9814,1.377
2.584531,-0.2810,-0.5256,-0.3010,0.668
2.589185,0.8768,-0.1964,0.4566,1.008
2.602167,1.9577,0.0868,0.7602,2.102
2.610346,2.2841,0.0247,0.5204,2.343
2.622230,2.6821,-0.3068,-0.3915,2.728
2.629850,2.7503,-0.4665,-1.4218,3.131
2.643327,2.2286,-0.5379,-2.2509,3.213
2.649839,2.3893,-0.5618,-2.0132,3.174
2.661997,0.3582,-0.6230,-1.9332,2.062
2.670080,-0.0688,-0.8859,-2.1885,2.362
2.682074,-1.3446,-1.1465,-2.8905,3.388
2.689477,-2.5494,-1.1726,-3.8250,4.744
2.701853,-3.9435,-0.7551,-4.1361,5.764
2.710347,-4.7887,-0.4009,-3.4967,5.943
2.722360,-4.6596,0.6287,-4.6473,6.611
2.729326,-4.1153,1.2552,-5.7838,7.209
2.744017,-3.7621,1.4903,-5.0305,6.456
2.749349,-3.3526,1.0348,-3.7312,5.122
2.762879,-3.8053,0.3244,-5.0879,6.362
2.770604,-4.1445,0.5100,-5.1137,6.602
2.781525,-3.6245,1.1085,-4.4300,5.830
2.789895,-2.7683,1.0738,-4.5603,5.442
2.801936,-1.5126,0.6945,-3.6542,4.015
2.809356,-0.5871,0.4923,-3.4233,3.508
2.822500,0.5465,0.2222,-2.8452,2.906
2.829214,0.3203,0.2400,-3.2844,3.309
2.842079,0.7263,0.2848,-3.5345,3.620
2.849765,1.9474,-0.0643,-1.9094,2.728
2.861810,3.6371,-0.6153,0.5916,3.736
2.869584,3.8395,-0.9720,1.4462,4.216
2.882314,4.9585,-1.5895,1.4934,5.417
2.889246,5.3088,-1.7771,2.0347,5.957
2.901822,5.2742,-2.0186,4.6278,7.301
2.911966,4.3119,-1.9843,4.0608,6.247
2.921697,3.9482,-1.6434,2.8382,5.133
2.929883,4.3128,-1.1775,1.9849,4.891
2.945447,4.2255,-0.4976,2.2536,4.815
2.949363,3.4991,-0.3050,2.2001,4.145
2.961651,2.7110,0.1537,1.8291,3.274
2.970382,2.5883,0.3849,1.7219,3.132
2.982328,3.1574,0.3774,2.6958,4.169
2.990065,3.6290,0.2819,2.9139,4.663
3.002102,3.2489,0.0612,3.2851,4.621
3.013518,2.5173,0.2277,1.6068,2.995
3.022265,2.1283,0.0414,1.3201,2.505
3.030949,2.2226,-0.1021,0.7462,2.347
3.041898,1.1633,-0.3980,0.1652,1.241
3.049471,0.1076,-0.4837,-0.1721,0.525
3.064285,-2.3187,-1.2577,1.9818,3.299
3.069328,-3.2602,-1.3308,2.0852,4.092
3.081580,-2.3527,-0.2420,-0.2069,2.374
3.090290,-0.4529,0.4977,-0.7537,1.010
3.102348,1.8649,1.1927,0.7196,2.328
3.109550,1.8085,0.8580,0.4924,2.061
3.122333,0.5197,-0.0620,0.4239,0.673
3.129066,-0.1935,-0.4641,0.9471,1.072
3.142788,-0.7846,-0.9034,0.3421,1.245
3.149347,-0.6767,-0.8616,-0.0104,1.096
3.163422,-0.3533,-0.2907,-1.3023,1.380
3.169552,0.0853,0.1410,-1.3201,1.330
3.183027,0.2280,0.6382,-2.5478,2.636
3.189235,0.0593,0.5929,-1.6617,1.765
3.201706,-0.4767,0.2306,-2.4124,2.470
3.212911,-1.1666,-0.1417,-2.3903,2.664
3.221802,-2.5485,-0.5827,-2.2724,3.464
3.230601,-2.9655,-0.7538,-2.1368,3.732
3.245950,-3.3788,-0.6330,-2.2842,4.127
3.249322,-3.4439,-0.3351,-2.7591,4.425
3.262706,-3.0810,0.0003,-2.0523,3.702
3.270960,-2.1343,0.3148,-2.7971,3.532
3.281683,-0.9922,0.2285,-2.3016,2.517
3.289541,-0.8406,0.1062,-3.2562,3.365
3.302220,-2.2673,0.2447,-2.3155,3.250
3.309384,-2.4365,0.2786,-2.2935,3.358
3.322215,-2.4563,0.5996,-2.9817,3.909
3.329653,-2.1280,0.8461,-3.1796,3.918
3.342412,-0.9046,0.8899,-3.1921,3.435
3.349249,-0.3143,0.6886,-3.2223,3.310
3.363339,-0.1585,0.2384,-1.9610,1.982
3.369968,0.6568,0.1554,-2.8223,2.902
3.383905,2.9935,0.1195,-0.7202,3.081
3.389411,3.5619,0.1156,0.0214,3.564
3.402781,3.8595,-0.2380,1.3037,4.081
3.409612,3.3083,-0.5892,1.0611,3.524
3.421571,2.0619,-1.3468,1.7499,3.021
3.430383,1.5984,-1.7345,2.0472,3.123
3.442065,1.9614,-1.8222,3.1660,4.146
3.448963,1.6041,-1.6479,4.1724,4.764
3.464120,0.7159,-1.0300,3.8239,4.024
3.469384,1.4969,-0.2146,1.3024,1.996
3.481744,3.0864,0.7312,1.4988,3.508
3.490916,3.5306,0.6967,2.1849,4.210
3.501341,4.1982,0.2306,2.5828,4.934
3.508988,3.9441,0.0452,2.1647,4.499
3.521491,2.2013,0.2650,1.7885,2.849
3.530949,1.6793,0.2372,1.3442,2.164
3.541884,0.4848,-0.1000,0.5987,0.777
3.548892,-0.4666,-0.2565,0.2232,0.577
3.563905,-2.0383,-0.1328,-1.0561,2.300
3.569058,-0.9129,-0.1723,-0.4635,1.038
3.581945,0.3547,-0.2025,0.3845,0.561
3.589200,0.7781,-0.2572,0.9599,1.262
3.601637,1.0796,-0.7840,1.9482,2.361
3.609353,0.5411,-0.8758,2.0769,2.318
3.622026,0.4954,-0.5897,0.4499,0.892
3.630892,1.1291,-0.4785,-0.0478,1.227
3.641978,0.5212,-0.3657,0.4514,0.780
3.649156,0.2315,-0.3695,0.6759,0.804
3.665687,-0.2454,-0.4412,-0.2300,0.555
3.669635,-0.5763,-0.3571,0.0120,0.678
3.682304,-0.8240,-0.2895,0.0034,0.873
3.690381,-0.9415,-0.1861,-1.0831,1.447
3.702087,-0.8097,0.4079,-1.5052,1.757
3.709960,-0.6969,0.7377,-2.5472,2.742
3.721840,-0.6382,0.7283,-1.1249,1.484
3.731030,-0.4831,0.4384,-1.6284,1.754
3.742174,-1.1185,-0.5059,-0.9368,1.544
3.749315,-1.5816,-1.0630,-0.6672,2.019
3.764395,-2.1974,-1.3362,-0.8688,2.715
3.770038,-2.2472,-1.0176,-0.8368,2.605
3.783548,-2.2702,-0.1204,-1.4726,2.709
3.788967,-2.1096,0.2489,-1.9513,2.884
3.801659,-1.0531,0.8573,-1.9038,2.338
3.809485,-0.3142,0.8989,-1.9994,2.215
3.822121,0.1727,0.5920,-2.3065,2.387
3.829313,-0.2115,0.1368,-1.4694,1.491
3.842359,-0.7844,-0.5746,-1.3324,1.650
3.849048,-0.9634,-0.4255,-1.7840,2.072
3.861856,-1.9332,0.1278,-1.7434,2.606
3.869216,-2.2177,0.3232,-1.5830,2.744
3.886007,-1.8531,0.2709,-0.9414,2.096
3.889052,-1.3358,0.1368,-0.6185,1.478
3.901844,-0.2588,0.2263,-1.4915,1.531
3.909054,0.4015,0.5441,-1.6257,1.761
3.921701,1.2495,0.7989,-1.1317,1.866
3.932132,0.7564,0.8748,-1.5226,1.912
3.941791,0.3237,0.5302,-0.9163,1.107
3.949802,-0.1182,0.4429,-2.3538,2.398
3.961923,-1.2887,0.3906,-2.1967,2.577
3.969477,-1.1816,0.2451,-1.6494,2.044
3.988097,1.0206,0.0560,-1.1178,1.515
3.989481,1.3914,-0.0991,0.0052,1.395
4.004142,1.8953,-0.8450,2.9409,3.599
4.009508,1.6991,-1.2717,3.6311,4.206
4.023565,1.6487,-1.5011,2.9612,3.707
4.028911,2.1341,-1.2317,2.5182,3.523
4.041794,3.2545,-0.6666,2.4069,4.102
4.050487,3.1051,-0.5460,2.2648,3.882
4.061808,2.3995,-0.7630,2.4044,3.482
4.069189,2.3109,-0.5298,2.0572,3.139
4.086300,1.3654,0.1734,1.6928,2.182
4.090302,0.1238,0.4071,1.5378,1.596
4.101745,-0.2501,0.6313,0.8263,1.069
4.109161,0.2531,0.6954,0.7348,1.043
4.121632,1.6047,0.6701,1.0921,2.054
4.129583,1.6794,0.3460,0.7163,1.858
4.141901,1.0043,-0.2005,0.8056,1.303
4.150502,1.1366,-0.4389,1.3210,1.797
4.163437,0.9879,-0.6022,1.5425,1.928
4.169048,0.8895,-0.7789,1.7005,2.071
4.187085,-0.3134,-1.1240,1.8747,2.208
4.189079,-1.2870,-0.9940,0.5448,1.715
4.203532,-2.1122,-0.1840,-0.9584,2.327
4.208896,-1.9715,0.3841,-2.1417,2.936
4.221472,-1.0414,0.5279,0.1617,1.179
4.229135,-0.7362,0.2168,0.1347,0.779
4.241676,-0.7506,-0.1865,0.4112,0.876
4.250807,-0.5351,-0.3137,0.6171,0.875
4.263305,0.5558,-0.3348,-0.0840,0.654
4.269024,0.8482,-0.1712,-1.2471,1.518
4.288215,0.6362,-0.0374,0.5606,0.849
4.289826,0.4903,-0.1410,-0.3448,0.616
4.303538,-0.8912,-0.8287,-0.5492,1.335
4.309455,-1.8575,-1.0637,-1.2170,2.462
4.323983,-3.4029,-0.9967,-2.4128,4.289
4.329194,-3.4925,-0.6649,-2.7858,4.517
4.341901,-2.2339,-0.0815,-2.0745,3.050
4.351190,-1.4554,0.1820,-1.9509,2.441
4.361830,-0.4003,0.5439,-1.0450,1.244
4.369106,0.0708,0.5688,-0.4634,0.737
4.389444,0.9998,0.4788,-0.0166,1.109
4.390519,1.2880,0.5436,0.2189,1.415
4.402756,0.6593,0.8474,-0.9432,1.429
4.409898,0.3500,0.8633,-1.4940,1.761
4.421791,0.1199,0.8029,-1.6071,1.800
4.429125,-0.2379,0.6985,-1.9260,2.063
4.443352,-1.3259,0.7470,-3.0127,3.375
4.449915,-1.3570,0.7493,-3.0583,3.429
4.461799,-0.4008,0.5864,-2.0613,2.180
4.469089,-0.1902,0.2934,-0.6105,0.704
4.489279,-0.2499,-0.4236,1.2022,1.299
4.490580,0.1373,-0.9726,1.2606,1.598
4.507182,0.9353,-1.3629,1.8227,2.461
4.509144,1.4207,-1.2243,2.0169,2.754
4.521522,1.8449,-0.8462,2.4779,3.203
4.529118,1.7394,-0.5832,2.2917,2.936
4.541837,1.2616,-0.3188,1.9688,2.360
4.552269,1.0509,-0.2465,1.9346,2.215
4.562305,1.1090,-0.1288,1.0779,1.552
4.569995,1.4420,-0.0646,1.1297,1.833
4.581968,1.7958,-0.3129,1.4351,2.320
4.589336,1.9169,-0.5726,1.4972,2.499
4.605352,2.2774,-0.8799,2.2169,3.298
4.609273,2.2732,-0.8829,1.8149,3.040
4.621724,1.7621,-0.7848,1.1245,2.233
4.628988,1.2459,-0.7969,0.9718,1.770
4.641766,0.1340,-0.8115,-0.5780,1.005
4.649573,-0.3274,-0.7092,-1.6149,1.794
4.662973,-1.0410,-0.2659,-1.2510,1.649
4.672680,-0.9946,0.0305,-0.8000,1.277
4.681778,-0.3075,0.5425,-0.6407,0.894
4.689318,0.1231,0.7585,-0.6111,0.982
4.702000,0.5336,1.0504,-0.6949,1.368
4.709714,0.8833,0.9778,-0.5847,1.442
4.721876,0.7022,0.6107,0.4879,1.051
4.729580,0.0939,0.1093,-0.5479,0.567
4.743209,-0.6012,-0.3245,-0.6615,0.951
4.750385,-0.7690,-0.5237,-1.4314,1.707
4.761936,-2.2529,-0.4801,-1.8799,2.973
4.774460,-2.6834,-0.4230,-1.6688,3.188
4.782081,-2.8481,-0.0948,-2.0003,3.482
4.791028,-2.7847,0.2454,-2.1651,3.536
4.802801,-2.0407,1.0458,-2.1027,3.111
4.809332,-1.1094,0.8726,-1.2381,1.878
4.821496,-0.9650,0.2438,-1.4452,1.755
4.829275,-1.4492,0.1188,-1.7648,2.287
4.841494,-2.2311,0.0037,-2.4078,3.283
4.849127,-2.6859,0.0352,-2.1415,3.435
4.861966,-4.0516,0.3444,-3.1281,5.130
4.873837,-4.7486,0.3439,-2.3743,5.320
4.881700,-3.2280,-0.0326,-1.8118,3.702
4.890295,-1.5228,0.0084,-1.3504,2.035
4.904037,1.1802,0.6559,0.7179,1.529
4.910660,1.8758,0.9352,0.3386,2.123
4.922261,0.8210,0.6455,-0.5484,1.180
4.929219,-0.0556,0.3548,-1.1596,1.214
4.942514,-1.3262,-0.2443,-1.7206,2.186
4.949018,-0.9683,-0.5612,-1.9522,2.250
4.961652,2.9432,-0.1402,-0.9052,3.082
4.972576,4.4328,0.3421,-0.4444,4.468
4.981640,5.5848,0.5702,1.6648,5.856
4.989053,5.1335,0.1557,2.6490,5.779
5.003210,3.7365,-1.1430,3.9259,5.539
5.009277,3.1982,-1.4575,3.3952,4.887
5.021444,3.7904,-0.7025,2.6063,4.653
5.029936,3.8067,-0.2956,2.3781,4.498
5.042039,1.7519,-0.1091,1.5931,2.370
5.049073,0.6650,-0.1444,0.7451,1.009
5.061478,-0.1676,-0.2989,-0.0313,0.344
5.073358,-1.3303,-0.1901,0.0350,1.344
5.081743,-0.3996,-0.0712,-0.3677,0.548
5.089142,0.1459,0.0667,-0.0878,0.183
5.103648,0.8159,-0.0151,1.0362,1.319
5.109490,0.9184,-0.1675,1.5423,1.803
5.122259,0.8329,-0.5117,1.6226,1.894
5.130274,1.0613,-0.6325,1.2565,1.762
5.141532,0.9080,-0.4883,0.1016,1.036
5.150074,0.1152,-0.3411,0.6496,0.743
5.162191,-1.9952,-0.4172,1.8946,2.783
5.169113,-2.6786,-0.2662,0.5534,2.748
5.182557,-2.3630,0.3469,-0.2793,2.405
5.189240,-1.5681,0.5152,0.2566,1.670
5.203616,-1.1534,0.4888,0.1237,1.259
5.209437,-0.7884,0.1783,-0.2303,0.840
5.222718,-0.2875,-0.4765,-0.8111,0.984
5.228997,0.1436,-0.5838,0.1170,0.612
5.241532,0.8311,-0.6480,0.1260,1.061
5.249881,0.9696,-0.6050,-0.3210,1.187
5.262146,1.0848,-0.4965,0.2832,1.226
5.275126,1.1537,-0.3674,-0.2072,1.228
5.283624,1.2147,-0.1798,-1.3699,1.840
5.289948,1.1814,-0.1623,-1.1966,1.689
5.304344,-0.0024,-0.4101,-0.2633,0.487
5.309269,-0.2312,-0.4939,-0.6212,0.827
5.322145,-1.4064,-0.5018,-1.6597,2.233
5.329441,-1.9098,-0.4702,-1.8324,2.688
5.341835,-2.4783,-0.0831,-2.7054,3.670
5.349212,-2.5696,0.1996,-2.6724,3.713
5.361705,-2.2190,0.4990,-2.5339,3.405
5.377022,-2.3953,0.4551,-2.8114,3.721
5.383637,-2.4871,0.4403,-2.6899,3.690
5.393335,-2.3379,0.5396,-2.4362,3.419
5.402515,-1.8743,0.5490,-2.2078,2.948
5.409167,-2.2679,0.5209,-2.2330,3.225
5.421599,-2.8052,0.3681,-2.1729,3.567
5.430516,-2.9277,0.3667,-1.9719,3.549
