time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.827288,-1.9628,-1.8360,1.7967,3.233
2.836716,-1.7263,-1.9933,1.7495,3.165
2.847477,-0.7236,-1.4130,2.0976,2.631
2.857469,-0.9212,-1.7847,0.1664,2.015
2.867527,-0.3947,-1.4672,-3.4369,3.758
2.878008,0.6994,-1.4321,-6.0623,6.268
2.887544,0.8219,-1.0083,-4.9798,5.147
2.896965,-0.4231,0.0092,-2.0534,2.097
2.907578,0.1474,-1.4006,0.0132,1.408
2.916673,0.2021,-0.6992,-1.5232,1.688
2.928100,0.8261,2.4607,-1.5587,3.028
2.936507,2.2451,4.1226,-0.1171,4.696
2.947540,2.3353,6.0217,-1.9555,6.748
2.958638,2.4347,5.9670,-3.6499,7.406
2.967515,3.1529,2.8953,-3.1235,5.299
2.976183,2.6879,1.5412,-2.9885,4.305
2.987929,2.7241,1.1743,-5.2001,5.987
2.996252,2.9915,1.8297,-6.4962,7.382
3.014042,2.9197,1.8943,-6.3207,7.216
3.017013,1.7104,3.7523,-4.1132,5.824
3.027648,1.2488,3.2703,-2.2037,4.136
3.036713,1.9372,2.9056,-4.8922,6.011
3.048214,2.4572,-0.8578,-5.2883,5.894
3.058175,1.8094,-2.7489,-1.9356,3.818
3.070701,0.7512,-5.0354,0.5798,5.124
3.076503,-0.1580,-3.9715,1.3860,4.209
3.088489,-0.4694,-0.5347,0.8079,1.077
3.096699,-0.4891,1.9447,-2.0022,2.834
3.113190,1.4345,-4.9010,0.8541,5.178
3.116584,-2.6795,-8.7445,-4.2413,10.081
3.127102,-5.7160,-8.1053,1.2891,10.001
3.136351,-6.7768,-5.8308,1.9855,9.158
3.147827,-2.5509,-2.0977,1.8288,3.775
3.156398,1.1245,0.7627,2.2108,2.595
3.167937,1.7584,4.6791,1.9886,5.380
3.177267,0.8264,5.2279,0.4335,5.310
3.187653,0.5492,4.3895,-0.6123,4.466
3.196606,0.2105,2.8239,-0.8595,2.959
3.212532,0.3434,1.3555,0.8715,1.648
3.216757,0.0711,0.6012,1.9991,2.089
3.227520,-0.1136,-0.3057,2.8397,2.858
3.236611,-0.1894,-0.9444,2.9533,3.106
3.247567,-0.3083,-1.3388,2.4604,2.818
3.257157,-0.5085,-1.2495,2.1586,2.545
