@RELATION movement

@ATTRIBUTE mean_x NUMERIC
@ATTRIBUTE mean_y NUMERIC
@ATTRIBUTE mean_z NUMERIC
@ATTRIBUTE mean_mag NUMERIC
@ATTRIBUTE var_x NUMERIC
@ATTRIBUTE var_y NUMERIC
@ATTRIBUTE var_z NUMERIC
@ATTRIBUTE var_mag NUMERIC
@ATTRIBUTE max_x NUMERIC
@ATTRIBUTE max_y NUMERIC
@ATTRIBUTE max_z NUMERIC
@ATTRIBUTE max_mag NUMERIC
@ATTRIBUTE max_x_freq NUMERIC
@ATTRIBUTE max_y_freq NUMERIC
@ATTRIBUTE max_z_freq NUMERIC
@ATTRIBUTE max_mag_freq NUMERIC
@ATTRIBUTE max_x_en NUMERIC
@ATTRIBUTE max_y_en NUMERIC
@ATTRIBUTE max_z_en NUMERIC
@ATTRIBUTE max_mag_en NUMERIC
@ATTRIBUTE x_en NUMERIC
@ATTRIBUTE y_en NUMERIC
@ATTRIBUTE z_en NUMERIC
@ATTRIBUTE mag_en NUMERIC
@ATTRIBUTE q1_freq NUMERIC
@ATTRIBUTE q3_freq NUMERIC
@ATTRIBUTE measure_positions {left_hand,right_hand,left_pocket,right_pocket}

@DATA
2.4389924,3.0586144,1.8631508,4.9112919999999995,8.975259651045759,12.851109236888158,4.3309403044321595,4.399763194736001,8.8749,8.0116,5.6265,10.046,1.0,1.0,1.0,2.0,862.6815749990927,1076.7762118905396,632.0897367771109,520.1906923327587,8108.475433169022,11300.77703441415,6578.666720687795,6620.486139811515,1.551315350151914,7.617325472103045,left_hand
2.3073352,2.2859246000000004,1.3910094,4.0282979999999995,8.12747761468176,7.099774863971,2.51603807496844,2.283788993196,7.1599,5.5526,4.7086,8.35,1.0,1.0,1.0,2.0,824.549910647608,761.8521963505588,453.19567181015213,380.7185490384005,7100.632295838948,6683.74695512564,5243.469663876394,5047.090551248726,1.186004255796962,5.5544085013361615,left_hand
2.0604546,2.2521012000000002,1.4182108,3.884208,6.6974792470989994,6.74367595962624,2.5912598663345596,1.574569660736,6.2858,5.809,3.7201,7.173,1.0,1.0,1.0,2.0,608.8911888373251,684.02815817773,440.44817272480725,227.6012210727689,7479.377687756148,9037.27704185599,6202.129628102187,5313.788956917246,1.4283368719183822,7.369680207926863,left_hand
2.5374557999999996,2.651507,1.678849,4.61244,10.34729109869196,9.52788198711276,4.07482046707596,4.0098140904,8.217,7.1944,5.4022,9.487,1.0,1.0,1.0,2.0,876.863006857789,903.0513668685513,585.7743554077118,475.4458375397468,9886.63012723902,7809.379437576039,7185.415985946705,7366.724339378679,3.7379065209488633,10.843581956770702,left_hand
2.3823426,2.6851266000000003,1.5982558000000002,4.480227999999999,9.668020799648758,9.48661967332684,3.8010566902350003,3.7361457960160003,8.6823,7.391,5.2495,9.866,1.0,1.0,1.0,2.0,779.8203699265948,902.107226968981,533.5198755318617,462.6252988290897,9316.364292056249,8113.900214064399,6894.429054763943,6931.903445708252,1.2324927314770189,9.574922048869128,left_hand
2.4713622,2.6203440000000002,1.4692644,4.41649,9.766192894070839,8.89708887340304,3.0246778905854397,3.2751395619,8.5491,6.1383,4.6414,9.068,1.0,1.0,1.0,2.0,848.9924273849,864.305838083364,473.8691097020029,460.9332924011183,7712.674999777795,7516.664154539318,6400.031661336424,6292.961206767173,1.6937844323668214,8.123956191869354,left_hand
2.7785052,3.0041142,1.5882878,4.979407999999999,12.214485143399362,11.92965402588844,3.5022799622724405,4.9464105015360005,9.182,7.0917,5.2431,10.001,1.0,1.0,1.0,2.0,1019.6916890719372,1029.5068403314324,557.4794824898875,545.1778360505233,10052.829187116857,8811.677976549967,6200.035301691314,7204.426452134674,2.8368756803392516,10.796535430680473,left_hand
3.0066504,3.0588082,1.7428850000000002,5.289181999999999,13.92509674101216,12.509791004232438,3.79441991874764,4.745647896876,11.3189,6.5682,5.0443,11.831,1.0,1.0,1.0,2.0,1119.118827811086,1078.298414742844,560.5232610126269,575.5524476255234,8893.028418284019,8885.077312125173,6778.085437159332,7007.667276067291,1.5575060735847788,9.32545821111101,left_hand
2.7296292,3.054085,1.8489022,5.086517999999999,12.14679780742576,11.86187774562924,4.836261799491,5.0848727736759995,9.8348,6.2564,6.2364,10.996,1.0,1.0,1.0,2.0,1071.1075397410118,1035.2106798144064,669.4339964741449,615.6116001005716,7809.417232197639,8515.917494501264,6793.464385629817,7350.793734111618,1.2040945184036314,6.879615195369173,left_hand
2.6586768,2.8646126000000005,1.7096136,4.841268,11.495192095038561,10.484739710091,3.6115417610799994,4.7573305521760005,10.0612,6.3092,5.1933,11.061,1.0,1.0,1.0,2.0,1005.0951562344674,904.2283269389766,497.9556182184041,529.5359061063054,8687.538262493994,8712.500611251573,6662.556146169012,7579.956704361481,1.6327732483676332,8.26657071486264,left_hand
2.6666678000000004,2.794789,1.5325221999999998,4.705698,11.06633135516876,9.734553256019641,2.77845548248556,3.5281093947960005,8.7062,6.6094,4.666,9.42,1.0,1.0,1.0,2.0,975.5528519317703,909.2585280896166,474.45566468610383,457.8443095363022,8361.019833953245,7264.306942164768,6310.508136047913,6345.326794169363,1.0953119576028332,8.600332569340871,left_hand
2.3926931999999996,2.8053504,1.6821978000000002,4.68409,9.125587904363039,10.102775204495998,3.794387636771,2.8798333579,8.0615,5.9093,6.0701,9.199,1.0,1.0,1.0,2.0,891.3791254350732,899.0796693440649,572.2712438063321,378.2676829677293,8190.519826730794,7791.993707972577,6428.9168584736435,6166.336819572958,1.2249010556776687,9.405981898502212,left_hand
2.5848822,2.6376928,1.5360798,4.606128000000001,11.280922212253241,9.184854134639359,3.2865110195950002,3.8278837436160003,10.2163,6.8148,5.2999,11.315,1.0,1.0,1.0,2.0,891.1201546199412,833.4050910815745,471.17420164337454,465.2595366849621,9029.006745777322,7325.013039051082,7237.920696616216,7225.402555405494,1.8200007579779602,7.828512049576313,left_hand
2.4290422,2.6732568000000003,1.2033098,4.371449999999999,9.589256304058999,9.01688040962416,1.9680693701236398,2.4598607914999997,9.0149,6.6398,4.1437,9.694,1.0,1.0,1.0,2.0,865.5945825711117,818.8848009725843,322.526546014124,375.5959304485106,8597.557441731122,7791.582924977634,5929.825213361337,6123.608461401547,2.596909933007957,10.141322835722221,left_hand
2.4747749999999997,2.5830847999999995,1.5135872,4.472476,10.182687768195,8.935237023882241,3.27612975843696,3.315768445424,8.5121,5.9999,5.3033,9.494,1.0,1.0,1.0,2.0,856.4509446376809,884.5759959370826,486.95698833863867,463.2910539168914,7981.29037412883,6929.625954219652,6330.740284111364,6382.3590321118045,1.1239715113052142,8.08708742158791,left_hand
2.6954242000000006,2.90242,1.5928524,4.9198379999999995,11.824710574410041,11.51318183818384,3.36820645304336,3.9724162597559998,11.0467,8.1161,5.8956,11.388,1.0,1.0,1.0,2.0,947.4381452265372,970.6027528023419,466.40170797249044,455.2426884376355,10158.817568411974,8515.352671000055,7100.9195450694915,8034.924028336543,2.049164398134964,10.793885424932657,left_hand
2.6352430000000004,2.926523,1.7229286000000001,4.8873299999999995,10.648511824813559,11.54975761186764,3.51685333282156,4.1502820171,8.0003,6.5043,5.1222,8.919,1.0,1.0,1.0,2.0,1014.9220258725278,1014.9752130876309,558.7785902052858,580.0834394844983,7873.736816277946,8231.83238330021,6324.487826016923,6271.019413349844,1.7769174386233921,8.501499844857742,left_hand
2.4115194,2.8387683999999997,1.4882541999999999,4.618954,8.923008809709241,10.58092046263584,2.71517953184364,2.4329039798839998,7.3237,6.6043,4.7494,8.288,1.0,1.0,1.0,2.0,895.3149364304667,922.2062743608429,459.11052226641556,423.364558626479,7356.367929065938,7715.980542177158,5885.6810839693335,5525.046192701039,0.8114776272945972,7.191253719199758,left_hand
2.566808,2.8550704,1.5876218,4.7636579999999995,10.204748212668639,11.106100138101759,3.0639639947223594,3.506235545036,8.337,6.515,5.1461,9.435,1.0,1.0,1.0,2.0,965.6725681842609,955.4805180575898,486.1068797727387,500.8412842544808,7654.522774622308,8522.35320608781,5906.3167708791125,6534.8217233062815,1.2850795073755836,8.661603750223671,left_hand
2.7952102,2.7007834,1.3808490000000002,4.675876000000001,12.289741024766839,9.42936859949804,2.3098495899284397,3.9582333166240002,9.3521,6.0541,4.4098,10.091,1.0,1.0,2.0,2.0,1062.4469423577111,883.4447512711703,329.6624169169591,530.1049104668072,8271.9730439617,7289.6541851573975,6179.369143577045,6505.616950521269,1.3544418448201656,10.628002718826057,left_hand
2.4246708000000003,2.5993736,1.3611956,4.36259,8.58045823678784,8.75106945071776,2.44544217062336,2.3399425939,6.8857,5.9614,5.2352,7.987,1.0,1.0,1.0,2.0,866.6534063601953,797.9027447931741,432.12400407412844,315.62884172801984,7748.208902705879,7881.49854277667,5898.020401434635,5593.003267634791,1.272858383431766,6.318276573530227,left_hand
2.3567017999999997,2.5201614,1.2228307999999999,4.21699,8.409129443074999,8.31236190265004,1.89982530130816,2.0001715539,6.8125,5.7928,4.4611,7.46,1.0,1.0,1.0,2.0,850.8763856426746,779.0136443220509,353.53761058641953,338.70747234449374,6871.226140746876,6927.86828452812,5143.919302903791,5031.720604478742,1.1405492881642394,8.581242737168148,left_hand
2.2850554,2.4042280000000003,1.3315944,4.180458000000001,8.06793918026444,7.89027482013344,2.37206837250096,1.806606684236,6.7892,5.6081,5.3104,7.258,1.0,1.0,1.0,2.0,754.5318098898579,724.0019745756533,339.5021297124701,264.62659206208747,7190.801527161273,7379.593648129301,6035.202756131803,5527.5635147404355,0.7301657095050742,7.738919731711254,left_hand
2.41154,2.5016625999999995,1.3167248,4.372654000000001,9.145927683254563,8.868065624891642,2.3319620499102403,2.169502366284,7.4908,5.886,4.2369,7.876,1.0,1.0,1.0,2.0,826.9139194697643,807.0121838711036,370.54821366123934,347.7147299089407,6940.957177896058,6679.8147191988155,5566.907856368527,5413.354077204516,0.8433631102908254,6.545422533671474,left_hand
2.2997722,2.5055663999999997,1.2992632000000002,4.270804,8.11430393675084,8.782366226649762,2.48909250573024,2.0478709695840003,7.5436,6.4482,5.2767,8.497,1.0,1.0,1.0,2.0,800.0245435526763,764.4783282498628,394.0620731064052,291.159795605785,7227.812667699003,7867.422978854094,5848.918817230957,5758.009933584516,1.5516003855652916,7.841392638077956,left_hand
2.2674724,2.5327395999999998,1.2850196,4.256956,8.284260938071359,8.900798766384,2.23823975486656,2.1044009620640005,7.9414,6.1175,4.4619,8.411,1.0,1.0,1.0,2.0,781.20711575733,790.5707242343743,380.7538133756994,335.85760988628317,7087.6202685016115,7062.079089257355,5920.335609553161,5821.0965188388645,0.9474760092750351,6.98873058946492,left_hand
2.4142756,2.5940065999999997,1.1427352000000002,4.328628000000001,9.04885662539024,9.113551734339,1.76882664545616,1.915965417616,7.5659,5.7983,3.8902,7.733,1.0,1.0,1.0,2.0,847.9578707366471,792.4828578140116,290.0090883383043,323.9522058337717,8195.507431126993,7957.815338748816,5208.732530284593,5596.929141629867,2.708720302499603,9.635292181707772,left_hand
